data,inicio,fim,titulo,local,participantes
2020-02-15,17h30,18h50,Partida do Rio de Janeiro/RJ para Brasília/DF,Aeroporto Santos Dumont,
2020-02-17,08h00,09h00,Fernando Azevedo -  Ministro de Estado da Defesa; Jorge Antonio de Oliveira Francisco -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio da Alvorada,Luiz Rodolfo Landim Machado -  Presidente do Clube de Regatas do Flamengo;Rodrigo Villaça Dunshee de Abranches -  Vice-Presidente Geral e de Procuradoria Geral do Flamengo;Luiz Eduardo Baptista Pinto da Rocha -  Vice-Presidente de Relações Externas do Flamengo;Marcos Teixeira Braz -  Vice-Presidente de Futebol do Flamengo;Aleksander Santos -  Diretor Geral de Marketing do Flamengo
2020-02-17,11h00,11h30,Onyx Lorenzoni -  Ministro de Estado da Cidadania,Palácio do Planalto,
2020-02-17,14h00,14h30,Paulo Guedes -  Ministro de Estado da Economia; Jorge Antonio de Oliveira Francisco -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Jorge Jesus -  Técnico do Clube de Regatas do Flamengo,Palácio do Planalto,Luiz Rodolfo Landim Machado -  Presidente do Clube de Regatas do Flamengo;Luiz Eduardo Baptista Pinto da Rocha -  Vice-Presidente de Relações Externas do Flamengo;Marcos Teixeira Braz -  Vice-Presidente de Futebol do Flamengo;Aleksander Santos -  Diretor Geral de Marketing do Flamengo
2020-02-17,14h30,15h00,Paulo Guedes -  Ministro de Estado da Economia; e Bento Albuquerque -  Ministro de Estado de Minas e Energia,Palácio do Planalto,
2020-02-17,15h00,15h30,João Augusto Nardes -  Ministro do Tribunal de Contas da União,Palácio do Planalto,
2020-02-18,08h00,08h15,Hasteamento da Bandeira Nacional,Palácio da Alvorada,
2020-02-18,08h20,11h00,28ª Reunião do Conselho de Governo,Palácio da Alvorada,
2020-02-18,12h00,12h40,Deputado Boca Aberta (PROS-PR),Palácio da Alvorada,
2020-02-18,15h00,16h00,Cerimônia de Transmissão dos Cargos de Ministros da Casa Civil e da Cidadania,Palácio do Planalto,
2020-02-18,16h15,16h30,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2020-02-18,16h30,16h55,Davi Alcolumbre -  Presidente do Senado Federal; e Senador Eduardo Gomes (MDB/TO) -  Líder do Governo no Congresso Nacional,Palácio do Planalto,
2020-02-18,17h15,18h10,Paulo Guedes -  Ministro de Estado da Economia; Jorge Antonio de Oliveira Francisco -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Wagner Rosário -  Ministro de Estado da Controladoria-Geral da União; André Luiz de Almeida -  Advogado-Geral da União; e Alexandre Ramagem -  Diretor-Geral da Agência Brasileira de Inteligência (ABIN),Palácio do Planalto,
2020-02-18,18h15,18h25,Lançamento do Programa Brasil Mais,Palácio do Planalto,
2020-02-18,19h25,19h55,Jorge Antonio de Oliveira Francisco -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio da Alvorada,
2020-02-19,08h45,09h00,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-02-19,10h00,11h00,12ª Reunião do Conselho do Programa de Parcerias de Investimentos (CPPI),Palácio do Planalto,
2020-02-19,11h00,11h30,Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-02-19,11h30,12h00,Deputado Pastor Marco Feliciano (PODE/SP) -  Vice-Líder do Governo no Congresso Nacional,Palácio do Planalto,
2020-02-19,12h00,13h00,Deputado Estadual André Fernandes (PSL/CE),Palácio do Planalto,
2020-02-19,14h15,14h25,Tereza Cristina -  Ministra de Estado da Agricultura -  Pecuária e Abastecimento,Palácio do Planalto,
2020-02-19,15h10,16h10,Lançamento do Centenário Olímpico do Brasil,Palácio do Planalto,
2020-02-19,16h10,16h40,Senador Eduardo Gomes (MDB/TO) -  Líder do Governo no Congresso Nacional,Palácio do Planalto,
2020-02-19,17h00,18h00,Sessão Solene de posse dos novos dirigentes do Tribunal Superior do Trabalho e do Conselho Superior da Justiça do Trabalho,Brasília/DF,
2020-02-20,08h50,10h00,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-02-20,10h00,10h30,Paulo Guedes -  Ministro de Estado da Economia; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Roberto Campos Neto -  Presidente do Banco Central do Brasil; e Pedro Guimarães -  Presidente da CAIXA,Palácio do Planalto,
2020-02-20,10h30,11h50,Lançamento do Crédito Imobiliário com Taxa Fixa,Palácio do Planalto,
2020-02-20,12h00,13h40,Fernando Azevedo -  Ministro de Estado da Defesa,Brasília/DF,
2020-02-20,14h50,15h10,Onyx Lorenzoni -  Ministro de Estado da Cidadania,Palácio do Planalto,
2020-02-20,15h10,16h10,Nestor Forster -  Embaixador do Brasil em Washington designado,Palácio do Planalto,
2020-02-20,16h10,16h35,Karina Kufa -  Advogada,Palácio do Planalto,
2020-02-20,16h35,17h05,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-02-27,08h30,10h30,Fernando Azevedo -  Ministro de Estado da Defesa,Brasília/DF,
2020-02-27,10h30,10h55,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública,Brasília/DF,
2020-02-27,12h30,13h15,Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-02-27,14h15,14h45,Walter Souza Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-02-27,16h15,16h45,Jorge Antonio de Oliveira Francisco -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-02-27,18h25,18h40,Anderson Torres -  Secretário de Estado de Segurança Pública do Distrito Federal,Palácio da Alvorada,
2020-02-28,08h30,09h20,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-02-28,09h20,09h50,Onyx Lorenzoni -  Ministro de Estado da Cidadania,Palácio do Planalto,
2020-02-28,11h15,11h25,Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-02-28,11h25,11h40,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputada Paula Belmonte (CIDADANIA/DF),Palácio do Planalto,
2020-02-28,11h40,12h30,Fernando Azevedo -  Ministro de Estado da Defesa,Palácio do Planalto,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República;;Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública;;Jorge Antonio de Oliveira Francisco -  Ministro-Chefe da Secretaria-Geral da Presidência da República;;Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República;;Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República;;André Luiz de Almeida -  Advogado-Geral da União.
2020-03-01,09h00,12h25,Partida de Brasília/DF para Montevidéu/Uruguai,Base Aérea de Brasília,
2020-03-01,14h00,14h50,Sessão Solene de Compromisso de Honra e Declaração de Fidelidade Constitucional,Montevidéu/Uruguai,
2020-03-01,16h45,17h20,Cerimônia de Transmissão de Mandato Presidencial,Montevidéu/Uruguai,
2020-03-01,17h20,18h00,Cerimônia de Posse dos Ministros,Montevidéu/Uruguai,
2020-03-01,18h15,18h40,Cumprimentos Protocolares dos Chefes de Delegações Oficiais aos Excelentíssimos Presidente do Uruguai -  Luís Lacalle Pou -  e Ministro das Relações Exteriores do Uruguai -  Ernesto Talvi,Montevidéu/Uruguai,
2020-03-01,19h00,21h00,Jantar oferecido pelo Embaixador do Brasil no Uruguai,Montevidéu/Uruguai,
2020-03-02,00h30,00h35,Chegada a Brasília/DF,Base Aérea de Brasília,
2020-03-02,07h30,08h30,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio da Alvorada,
2020-03-02,08h40,09h10,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-02,09h15,10h15,Hamilton Mourão -  Vice-Presidente da República; Paulo Guedes -  Ministro de Estado da Economia; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-02,10h25,10h55,Ernesto Araújo -  Ministro de Estado das Relações Exteriores; e Yossi Shelley -  Embaixador de Israel no Brasil,Palácio do Planalto,
2020-03-02,14h00,14h15,Deputado Coronel Armando (PSL/SC) -  Vice-Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-03-02,14h15,14h30,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-03-02,14h30,15h25,Davi Alcolumbre -  Presidente do Senado Federal; Paulo Guedes -  Ministro de Estado da Economia; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Senador Fernando Bezerra Coelho (MDB/PE) -  Líder do Governo no Senado Federal,Palácio do Planalto,
2020-03-02,15h30,15h50,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2020-03-02,16h00,16h20,Marcos Heleno Guerson de Oliveira Junior -  Presidente do Instituto Nacional de Metrologia -  Qualidade e Tecnologia – Inmetro,Palácio do Planalto,
2020-03-02,16h45,17h00,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-03-03,09h15,09h45,Tarcísio Freitas -  Ministro de Estado da Infraestrutura,Palácio do Planalto,
2020-03-03,10h00,10h30,Manuel Domingos Augusto -  Ministro das Relações Exteriores da República de Angola; e Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2020-03-03,11h00,11h30,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2020-03-03,11h30,12h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-03,14h30,16h00,29ª Reunião do Conselho de Governo,Palácio do Planalto,
2020-03-03,16h00,16h30,Antônio Barra Torres -  Diretor-Presidente Substituto da Agência Nacional de Vigilância Sanitária - ANVISA,Palácio do Planalto,
2020-03-03,17h00,18h00,Solenidade de Lançamento do Programa Abrace o Marajó,Palácio do Planalto,
2020-03-03,18h20,19h00,Marcelo Álvaro Antônio -  Ministro de Estado do Turismo; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Sérgio Camargo -  Presidente da Fundação Palmares; e Karina Kufa -  Advogada,Palácio do Planalto,
2020-03-03,19h15,20h30,Márvio Lúcio -  Humorista Carioca,Palácio da Alvorada,
2020-03-04,08h00,09h35,Café da manhã com a Bancada do Partido Social Democrático - PSD,Palácio da Alvorada,
2020-03-04,10h00,10h20,Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-04,10h20,10h50,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Ernesto Araújo -  Ministro de Estado das Relações Exteriores; e Salim Mattar -  Secretário Especial de Desestatização -  Desinvestimento e Mercados do Ministério da Economia,Palácio do Planalto,
2020-03-04,11h00,12h00,Cerimônia de Posse da Secretária Especial da Cultura do Ministério do Turismo -  Regina Duarte,Palácio do Planalto,
2020-03-04,14h00,14h30,Deputado Pr. Marco Feliciano (PODEMOS/SP) -  Vice-Líder do Governo no Congresso Nacional,Palácio do Planalto,
2020-03-04,15h00,15h40,Sérgio Massa -  Presidente da Câmara dos Deputados da Argentina; Rodrigo Maia -  Presidente da Câmara dos Deputados; e Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2020-03-04,15h40,16h00,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Romeu Zema Neto -  Governador do estado de Minas Gerais; e Deputado Eros Biondini (PROS/MG),Palácio do Planalto,
2020-03-04,16h00,16h40,Solenidade de Lançamento do Agenda + Brasil,Palácio do Planalto,
2020-03-04,17h00,17h15,Deputado Osmar Terra (MDB/RS),Palácio do Planalto,
2020-03-04,17h15,17h35,Abraham Weintraub -  Ministro de Estado da Educação,Palácio do Planalto,
2020-03-05,08h00,09h20,Partida de Brasília/DF para São Paulo/SP,Base Aérea de Brasília,
2020-03-05,10h30,13h00,Reunião com empresários,São Paulo/SP,
2020-03-05,13h10,14h15,Almoço oferecido pelo Presidente da FIESP,São Paulo/SP,
2020-03-05,15h10,16h30,Partida de São Paulo/SP para Brasília/DF,Aeroporto de Congonhas,
2020-03-06,08h40,09h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Luiz Henrique Mandetta -  Ministro de Estado da Saúde; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-06,09h00,09h35,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Abraham Weintraub -  Ministro de Estado da Educação; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-06,09h35,10h00,Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Alexandre Ramagem -  Diretor-Geral da Agência Brasileira de Inteligência – ABIN,Palácio do Planalto,
2020-03-06,10h00,10h25,Onyx Lorenzoni -  Ministro de Estado da Cidadania; e Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-03-06,10h25,10h50,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-03-06,11h00,11h30,Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República;Marcos Pontes -  Ministro de Estado da Ciência -  Tecnologia -  Inovações e Comunicações;Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República;Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República;Manoel Luiz Narvaz Pafiadache -  Secretário de Pessoal -  Ensino -  Saúde e Desporto do Ministério da Defesa;Gleisson Rubin -  Secretário Especial Adjunto de Desburocratização -  Gestão e Governo Digital do Ministério da Economia
2020-03-06,11h30,12h00,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-03-06,12h10,12h50,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Pastor Josué Valandro Jr. -  Presidente da Igreja Batista Atitude,Palácio do Planalto,
2020-03-06,13h15,14h50,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-06,15h00,16h00,Cerimônia Alusiva ao Dia Internacional da Mulher,Palácio do Planalto,
2020-03-06,16h15,17h25,Luiz Henrique Mandetta -  Ministro de Estado da Saúde; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-07,07h00,09h15,Partida de Brasília/DF para Boa Vista/RR,Base Aérea de Brasília,
2020-03-07,11h15,15h45,Partida de Boa Vista/RR para Palm Beach/EUA,Base Aérea de Boa Vista,
2020-03-07,19h30,21h00,Jantar oferecido pelo Presidente dos Estados Unidos da América,Palm Beach -  FL,
2020-03-08,10h00,10h15,"Visita ao ""U.S -  Southern Command""",Doral -  FL/EUA,
2020-03-08,10h45,10h55,Cerimônia de assinatura do Acordo para Projetos de Pesquisa -  Desenvolvimento -  Teste e Avaliação (RDT&E),Doral -  FL/EUA,
2020-03-08,10h55,11h30,Apresentação sobre o “U.S. Southern Command”,Doral -  FL/EUA,
2020-03-09,08h30,09h00,Encontro com o Senador Marco Rubio,Miami -  FL/EUA,
2020-03-09,09h30,10h20,Sessão de Abertura de Seminário Empresarial Brasil-Estados Unidos na Flórida,Miami -  FL/EUA,
2020-03-09,12h45,14h30,Almoço do Seminário Empresarial Brasil-Estados Unidos na Flórida,Miami -  FL/EUA,
2020-03-09,17h00,18h00,Encontro Comunitário,Miami -  FL/EUA,
2020-03-10,09h45,10h30,Sessão de Abertura da Conferência Internacional Brasil-Estados Unidos: um novo prisma nas relações de parceria e investimentos,Miami -  FL/EUA,
2020-03-10,11h20,12h15,Partida de Miami para Jacksonville,Aeroporto Internacional de Miami,
2020-03-10,12h30,13h00,Reunião com representantes da EMBRAER,Jacksonville -  FL/EUA,
2020-03-10,13h05,13h30,Visita à fábrica da EMBRAER,Jacksonville -  FL/EUA,
2020-03-10,13h35,13h55,Cerimônia de descerramento de placa comemorativa da visita,Jacksonville -  FL/EUA,
2020-03-10,14h15,19h00,Partida de Jacksonville para Boa Vista/RR,Aeroporto Internacional de Jacksonville,
2020-03-11,00h15,00h20,Chegada a Brasília/DF,Base Aérea de Brasília,
2020-03-11,09h10,10h00,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-03-11,10h00,11h50,Paulo Guedes -  Ministro de Estado da Economia; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Senador Fernando Bezerra Coelho (MDB/PE) -  Líder do Governo no Senado Federal; Senador Eduardo Gomes (MDB/TO) -  Líder do Governo no Congresso Nacional; e Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-03-11,14h40,15h30,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-11,15h30,15h50,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2020-03-11,15h55,16h05,Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-11,18h35,19h20,Paulo Guedes -  Ministro de Estado da Economia; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Senador Fernando Bezerra Coelho (MDB/PE) -  Líder do Governo no Senado Federal,Palácio da Alvorada,
2020-03-11,20h30,21h00,Deputado Pr. Marco Feliciano (PODEMOS/SP) -  Vice- Líder do Governo no Congresso Nacional,Palácio da Alvorada,
2020-03-13,16h35,17h15,Fernando Azevedo -  Ministro de Estado da Defesa,Palácio da Alvorada,
2020-03-13,17h15,18h15,Abraham Weintraub -  Ministro de Estado da Educação; e Alexandre Barreto de Souza -  Presidente do Conselho Administrativo de Defesa Econômica – CADE,Palácio da Alvorada,
2020-03-13,18h30,19h05,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio da Alvorada,
2020-03-16,09h10,09h30,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; e Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional,Palácio do Planalto,
2020-03-16,11h20,12h00,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-03-16,14h30,14h45,Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional,Palácio do Planalto,
2020-03-16,14h50,16h15,Paulo Guedes -  Ministro de Estado da Economia,Brasília/DF,
2020-03-16,16h30,17h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-16,18h30,20h50,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes -  Ministro de Estado da Economia; Tarcísio Freitas -  Ministro de Estado da Infraestrutura; Luiz Henrique Mandetta -  Ministro de Estado da Saúde; Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional; Wagner Rosário -  Ministro de Estado da Controladoria-Geral da União; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; André Luiz de Almeida -  Advogado-Geral da União; e Roberto Campos Neto -  Presidente do Banco Central,Palácio do Planalto,Almirante de Esquadra Almir GARNIER Santos -  Secretário Geral do Ministério da Defesa;Pedro Duarte Guimarães -  Presidente da CAIXA;Rubem de Freitas Novaes -  Presidente do Banco do Brasil;Gustavo Montezano -  Presidente do BNDES
2020-03-17,09h50,10h00,Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-17,11h30,11h40,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-03-17,11h50,12h10,Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-17,13h50,14h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-17,14h05,14h30,Francisco de Assis de Moraes Souza (Mão Santa) -  Prefeito Municipal de Parnaíba/PI,Palácio do Planalto,
2020-03-17,14h45,15h10,Deputado General Girão (PSL/RN) -  Vice-Líder do PSL na Câmara dos Deputados,Palácio do Planalto,
2020-03-17,15h15,15h30,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes -  Ministro de Estado da Economia; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-17,15h30,16h15,Deputado Baleia Rossi (MDB/SP) -  Presidente Nacional do MDB,Palácio do Planalto,
2020-03-17,16h20,16h50,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-03-18,07h45,08h45,Tarcísio Gomes de Freitas -  Ministro de Estado da Infraestrutura,Palácio da Alvorada,
2020-03-18,08h50,09h50,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Alexandre Ramagem -  Diretor-Geral da Agência Brasileira de Inteligência – ABIN,Palácio do Planalto,
2020-03-18,09h50,10h15,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública; e Luiz Henrique Mandetta -  Ministro de Estado da Saúde,Palácio do Planalto,
2020-03-18,10h15,10h45,Videoconferência,Palácio do Planalto,Mario Abdo Benítez -  Presidente da República do Paraguai;Luis Alberto Lacalle Pou -  Presidente da República Oriental do Uruguai;Felipe Solá -  Ministro das Relações Exteriores -  Comércio Internacional e Culto da República Argentina;Sergio Moro - 	Ministro de Estado da Justiça e Segurança Pública;Luiz Henrique Mandetta -  Ministro de Estado da Saúde;Embaixador Pedro Miguel da Costa e Silva -  Secretário de Negociações Bilaterais e Regionais nas Américas do Ministério das Relações Exteriores
2020-03-18,10h45,11h20,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-03-18,14h45,16h35,Coletiva à imprensa,Palácio do Planalto,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República;Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública;Fernando Azevedo -  Ministro de Estado da Defesa;Paulo Guedes -  Ministro de Estado da Economia;Tarcísio Freitas -  Ministro de Estado da Infraestrutura;Luiz Henrique Mandetta -  Ministro de Estado da Saúde;Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional;Antônio Barra Torres -  Diretor-Presidente Substituto da Agência Nacional de Vigilância Sanitária
2020-03-18,19h05,19h25,Coletiva à imprensa,Palácio do Planalto,José Antônio Dias Toffoli -  Presidente do Supremo Tribunal Federal – STF;Tarcísio Gomes de Freitas -  Ministro de Estado da Infraestrutura;Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República;André Luiz de Almeida -  Advogado-Geral da União;Augusto Aras -  Procurador-Geral da República;José Múcio Monteiro -  Presidente do Tribunal de Contas da União – TCU
2020-03-18,19h35,20h05,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e André Luiz de Almeida -  Advogado-Geral da União,Palácio do Planalto,
2020-03-19,10h00,10h20,Sergio Moro -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2020-03-19,11h30,12h15,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Luiz Carlos Pereira Gomes -  Diretor-Presidente da Empresa Brasil de Comunicação – EBC,Palácio do Planalto,
2020-03-19,14h10,15h20,Paulo Guedes -  Ministro de Estado da Economia; Marcelo Álvaro Antônio -  Ministro de Estado do Turismo; e Deputado Fábio Faria (PSD/RN),Palácio do Planalto,
2020-03-19,15h20,16h25,Entrevista a Ratinho -  Apresentador do SBT,Palácio do Planalto,
2020-03-19,16h25,16h40,Deputado Fábio Faria (PSD/RN),Palácio do Planalto,
2020-03-19,16h45,17h00,Deputado Vitor Hugo (PSL/GO) -  Líder do Governo na Câmara dos Deputados,Palácio do Planalto,
2020-03-20,09h00,09h50,Abraham Weintraub -  Ministro de Estado da Educação,Palácio do Planalto,
2020-03-20,09h50,10h00,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
