data,inicio,fim,titulo,local,participantes
2020-10-05,10h00,10h30,Telefonema - Mohammad bin Salman Al Saud -  Príncipe Herdeiro da Arábia Saudita,Palácio do Planalto,Ernesto Araújo -  Ministro de Estado das Relações Exteriores
2020-10-05,11h00,11h30,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-05,14h15,15h35,Partida de Brasília/DF para São Paulo/SP,Base Aérea de Brasília/DF,
2020-10-05,19h30,21h00,Culto em Ação de Graças pela vida do Pastor Wellington Bezerra da Costa -  Presidente das Igrejas Evangélicas Assembleia de Deus do Brasil,São Paulo/SP,
2020-10-05,21h40,23h00,Partida de São Paulo/SP para Brasília/DF,Aeroporto de Congonhas/SP,
2020-10-06,09h40,10h25,Onyx Lorenzoni -  Ministro de Estado da Cidadania,Palácio do Planalto,
2020-10-06,10h25,10h45,Mario Frias -  Secretário Especial de Cultura do Ministério do Turismo,Palácio do Planalto,
2020-10-06,10h45,11h10,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-06,11h10,12h00,Milton Ribeiro -  Ministro de Estado da Educação,Palácio do Planalto,
2020-10-06,14h00,14h30,Gladson Cameli -  Governador do Acre,Palácio do Planalto,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República;;Tarcísio Gomes de Freitas -  Ministro de Estado da Infraestrutura;;Eduardo Pazuello -  Ministro de Estado da Saúde; e;Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República.
2020-10-06,15h00,15h30,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,Marcelo Vieira Salles -  Coronel da Polícia Militar do estado de São Paulo.
2020-10-06,16h00,16h30,Senador Marcio Bittar (MDB/AC) -  Vice-Líder do Governo no Congresso Nacional,Palácio do Planalto,Antônia Lúcia Câmara -  Ex-Deputada Federal do estado do Acre;Deputado Estadual Roberto Duarte (MDB/AC)
2020-10-07,09h00,09h30,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Léo Moraes (PODEMOS/RO) -  Líder do PODEMOS na Câmara dos Deputados,Palácio do Planalto,
2020-10-07,10h00,10h30,Fábio Faria -  Ministro de Estados das Comunicações; Marcello Corrêa Petrelli -  Presidente Executivo do Grupo RIC Santa Catarina,Palácio do Planalto,Fabio Wajngarten -  Secretário-Executivo do Ministério das Comunicações;;Alexandre Gadret -  Presidente da Rede Pampa de Comunicação;;Ana Paula Schmidt Melo -  Presidente do Sindicato das Empresas de Rádio e Televisão do Estado de Santa Catarina;;Antônio Cioni -  Diretor de Comunicação do Grupo Massa;;Christina Gadret -  Diretora Geral da Rede Pampa e Presidente do Sindicato das Empresas de Rádio e TV do Rio Grande do Sul;;Eduardo Petrelli -  Diretor Operacional do Grupo RIC de Comunicação - PR;;Gabriel Massa -  Presidente do Grupo Massa;;Leonardo Petrelli Neto -  Presidente Executivo do Grupo RIC de Comunicação - PR;;Mario José Gonzaga -  Diretor de Marketing do Grupo ND de Comunicação - SC;;Marise Westphal Hartke -  Ex-Presidente do Sindicato das Empresas de Rádio e Televisão do Estado de Santa Catarina e Ex-Presidente da Associação Catarinense das Emissoras de Rádio e Televisão;;Ranieri Bertoli -  Ex-Presidente da Associação Catarinense das Emissoras de Rádio e Televisão;;Silvano Silva -  Presidente da Associação Catarinense das Emissoras de Rádio e Televisão.
2020-10-07,11h30,12h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-10-07,12h00,13h15,Davi Alcolumbre -  Presidente do Senado Federal; Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,Senador Fernando Bezerra Coelho( MDB/PE) -  Líder do Governo no Senado Federal;;Senador Eduardo Gomes (MDB/TO) -  Líder do Governo no Congresso Nacional;;Senador Eduardo Braga (MDB/AM) -  Líder da Maioria no Senado Federal; e Líder do Movimento Democrático Brasileiro;;Senador Marcos Rogério (DEM/RO) -  Vice-Líder do Governo no Congresso Nacional;;Senador Rodrigo Pacheco (DEM/MG) -  Líder do Democratas no Senador Federal;;Senador Ciro Nogueira (PP/PI) -  Líder do Progressistas no Senado Federal;;Senador Marcio Bittar (MDB/AC) -  Vice-líder do Governo no Congresso Nacional;;Senador Elmano Férrer (PODEMOS/PI) -  Vice-Líder do Governo no Senador Federal;;Senador Roberto Rocha (PSDB/MA) -  Líder da Maioria no Congresso Nacional;;Senador Chico Rodrigues (DEM/RR); Vice-Líder do Governo no Senador Federal;;Senador Luis Carlos Heinze (PP/RS).
2020-10-07,14h20,15h20,Paulo Guedes -  Ministro de Estado da Economia; e Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-10-07,15h20,15h50,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-07,16h00,16h30,Fernando Azevedo -  Ministro de Estado da Defesa,Palácio do Planalto,
2020-10-07,17h00,18h00,Lançamento do Programa Voo Simples,Palácio do Planalto,
2020-10-08,08h00,09h00,Solenidade de Encerramento dos Cursos de Formação Profissional para os cargos de Agente de Polícia Federal -  Escrivão de Polícia Federal e Papiloscopista Policial Federal,Brasília/DF,
2020-10-08,09h30,12h00,37ª Reunião do Conselho de Governo,Palácio do Planalto,
2020-10-08,13h00,17h00,Partida de Brasília/DF para Breves/PA,Base Aérea de Brasília,
2020-10-09,07h30,08h15,Visita à Agência-Barco da Caixa Ilha do Marajó,Breves/PA,
2020-10-09,09h00,10h15,Cerimônia de apresentação do Programa Abrace o Marajó e de iniciativas do Governo Federal,Breves/PA,
2020-10-09,11h30,15h30,Partida de Breves/PA para Brasília/DF,Aeroporto Municipal Akin Diniz,
2020-10-13,09h00,09h45,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e;Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República.
2020-10-13,14h00,15h00,Luiz Fux -  Presidente do Supremo Tribunal Federal,Brasília/DF,
2020-10-13,15h00,15h30,Milton Ribeiro -  Ministro de Estado da Educação; e Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-13,15h40,16h30,Paulo Guedes -  Ministro de Estado da Economia,Palácio do Planalto,
2020-10-13,16h30,16h50,Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional,Palácio do Planalto,
2020-10-13,17h00,17h40,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública; Tarcísio Gomes de Freitas -  Ministro de Estado da Infraestrutura; e Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-13,17h45,18h20,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública; e Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-14,08h50,09h15,Fábio Faria -  Ministro de Estado das Comunicações; Marcos Pontes -  Ministro de Estado da Ciência -  Tecnologia e Inovações; e Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-14,09h15,10h00,Marcos Pontes -  Ministro de Estado da Ciência -  Tecnologia e Inovações,Palácio do Planalto,Clezio Marcos de Nardin -  Diretor do Instituto Nacional de Pesquisas Espaciais do Ministério da Ciência -  Tecnologia e Inovações;Darcton Policarpo Damião -  Ex-Diretor do Instituto Nacional de Pesquisas Espaciais do Ministério da Ciência -  Tecnologia e Inovações
2020-10-14,10h00,10h50,Cerimônia de Posse do Sr. Eduardo Eugênio Gouvêa Vieira como Presidente da Federação das Indústrias do Estado do Rio de Janeiro - FIRJAN e do Centro Industrial do Rio de Janeiro - CIRJ (Videoconferência),Palácio do Planalto,Pedro Guimarães -  Presidente CAIXA
2020-10-14,11h00,12h30,Eduardo Pazuello -  Ministro de Estado da Saúde,Brasília/DF,
2020-10-14,12h30,13h00,Wanderlei César da Silva -  lutador brasileiro de MMA,Palácio do Planalto,André Viera -  Empresário;Rodrigo Camacho -  Artesão
2020-10-14,14h25,14h50,Pastor Gilmar Santos -  Presidente da Convenção Nacional de Igrejas e Ministros das Assembleias de Deus no Brasil Cristo para Todos - CONIMADB,Palácio do Planalto,
2020-10-14,15h10,15h40,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2020-10-14,16h45,17h00,Eduardo Pazuello -  Ministro de Estado da Saúde; e Gustavo Montezano -  Presidente do BNDES,Palácio do Planalto,
2020-10-14,17h00,18h00,Lançamento do Programa Genomas Brasil,Palácio do Planalto,
2020-10-15,08h55,09h50,Bento Albuquerque -  Ministro de Estado de Minas e Energia,Palácio do Planalto,
2020-10-15,09h50,10h05,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-15,10h05,10h55,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2020-10-15,11h00,11h30,João Augusto Nardes -  Ministro do Tribunal de Contas da União,Palácio do Planalto,
2020-10-15,11h30,12h00,Onyx Lorenzoni -  Ministro de Estado da Cidadania,Palácio do Planalto,
2020-10-16,07h30,09h15,Partida de Brasília/DF para Guariba/SP,Base Aérea de Brasília,
2020-10-16,10h00,11h00,Cerimônia de Inauguração da Planta de Biogás - Raízen,Guariba/SP,
2020-10-16,11h20,13h00,Partida de Guariba/SP para Resende/RJ,Guariba/SP,
2020-10-17,11h00,12h00,Cerimônia de Entrega de Espadim aos Cadetes da Turma “Centenário da Missão Militar Francesa no Brasil”,Resende/RJ,
2020-10-17,13h50,16h20,Partida de Resende/RJ para Brasília/DF,Resende/RJ,
2020-10-19,08h30,09h00,Abertura do Fórum Econômico Brasil & Países Árabes (Videoconferência),Palácio do Planalto,Ernesto Araújo -  Ministro de Estado das Relações Exteriores;;Paulo Guedes -  Ministro de Estado da Economia;;Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e;Alexandre Ramagem -  Diretor-Geral da Agência Brasileira de Inteligência – ABIN.
2020-10-19,10h00,10h50,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-19,11h00,13h00,Fernando Azevedo -  Ministro de Estado da Defesa,Brasília/DF,
2020-10-19,14h00,14h40,Paulo Guedes -  Ministro de Estado da Economia; e José Levi Mello do Amaral Júnior -  Advogado-Geral da União,Palácio do Planalto,
2020-10-19,14h40,15h00,Paulo Guedes -  Ministro de Estado da Economia,Palácio do Planalto,
2020-10-19,15h00,15h20,Deputada Bia Kicis (PSL/DF),Palácio do Planalto,Marco Angelli -  artista plástico; e;Sra. Valéria Scher.
2020-10-19,16h45,17h00,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-19,17h00,18h00,Cerimônia de Anúncio do Resultado do Estudo Clínico COVID-19 - MCTI,Palácio do Planalto,
2020-10-20,09h00,09h30,Tereza Cristina -  Ministra de Estado da Agricultura -  Pecuária e Abastecimento,Palácio do Planalto,José Levi Mello do Amaral Júnior -  Advogado-Geral da União; e;Maria Rita Alencar Araújo de Sá -  Presidente da Fundação Nacional do Índio substituta;
2020-10-20,10h00,10h45,Robert O’Brien -  Conselheiro de Segurança Nacional dos EUA,Palácio do Planalto,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública;;Fernando Azevedo -  Ministro de Estado da Defesa;;Ernesto Araújo -  Ministro de Estado das Relações Exteriores;;Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República;;José Levi Mello do Amaral Júnior -  Advogado-Geral da União;;Deputado Eduardo Bolsonaro (PSL/SP);;Fábio Wajngarten -  Secretário-Executivo do Ministério das Comunicações;;Alexandre Ramagem -  Diretor-Geral da Agência Brasileira de Inteligência – ABIN;;Todd C. Chapman -  Embaixador dos Estados Unidos no Brasil;;Kimberly Reed -  Presidente do Banco de Exportação e Importação dos Estados Unidos;;Joshua Hodges -  Diretor do Conselho Nacional de Segurança para Assuntos do Hemisfério Ocidental;;Sabrina Teichman -  Diretora da Corporação de Desenvolvimento Financeiro dos Estados Unidos; e;Michael Nemelka -  Vice-Representante de Comércio dos Estados Unidos
2020-10-20,10h50,11h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-20,11h05,11h30,Milton Ribeiro -  Ministro de Estado da Educação,Palácio do Planalto,
2020-10-20,11h30,12h00,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Brasília/DF,
2020-10-20,14h30,15h00,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Fábio Ramalho (MDB/MG) -  Vice-Líder do MDB na Câmara dos Deputados,Palácio do Planalto,
2020-10-20,15h50,16h00,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-20,16h30,16h50,Ricardo Salles -  Ministro de Estado do Meio Ambiente,Palácio do Planalto,
2020-10-20,16h50,17h10,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Senador Fernando Bezerra Coelho (MDB/PE) -  Líder do Governo no Senado Federal; e Senador Alessandro Vieira (CIDADANIA/SE) -  Vice-Líder do Cidadania no Senado Federal,Palácio do Planalto,
2020-10-21,08h00,09h15,Partida de Brasília/DF para Campinas/SP,Base Aérea de Brasília,
2020-10-21,10h40,11h00,Visita ao Laboratório de Enriquecimento Isotópico - LEI,Iperó/SP,
2020-10-21,11h15,11h40,Visita ao Laboratório de Geração de Energia Nucleoelétrica - LABGENE,Iperó/SP,
2020-10-21,14h45,15h15,Visita às instalações do Sirius,Campinas/SP,
2020-10-21,15h30,16h15,Cerimônia alusiva à abertura da primeira linha de luz do Sirius,Campinas/SP,
2020-10-21,18h15,19h30,Partida de Campinas/SP para Brasília/DF,Aeroporto Viracopos,
2020-10-22,09h00,09h25,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto,
2020-10-22,09h30,10h00,Flávio Augusto Viana Rocha -  Secretário Especial de Assuntos Estratégicos; e Carlos Alberto Franco França -  Assessor-Chefe da Assessoria Especial do Presidente da República,Palácio do Planalto,
2020-10-22,10h00,10h15,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,
2020-10-22,11h00,14h00,Cerimônia de Formatura dos alunos do Instituto Rio Branco e imposição de insígnias da Ordem de Rio Branco,Brasília/DF,
2020-10-22,15h10,15h30,Marcelo Álvaro Antônio -  Ministro de Estado do Turismo,Palácio do Planalto,
2020-10-22,15h30,16h00,Marcelo Magalhães -  Secretário Especial do Esporte,Palácio do Planalto,Daniel Dias -  Nadador Paralímpico Brasileiro e recordista Mundial;
2020-10-22,16h00,16h20,Célio Faria Júnior -  Chefe do Gabinete Pessoal do Presidente da República,Palácio do Planalto,
2020-10-22,16h20,16h30,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-22,16h30,17h00,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-22,17h00,18h00,Cerimônia alusiva à Modernização de Normas Regulamentadoras do Trabalho,Palácio do Planalto,
2020-10-23,10h30,12h15,Comemoração do Dia do Aviador e da Força Aérea Brasileira,Brasília/DF,
2020-10-23,14h30,14h55,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-10-23,15h00,15h25,Senador Jorginho Mello (PL/SC) -  Líder do PL no Senado Federal,Palácio do Planalto,
2020-10-23,15h30,16h10,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-26,09h30,10h00,Mario Frias -  Secretário Especial de Cultura do Ministério do Turismo,Palácio do Planalto,
2020-10-26,11h00,11h30,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; Reinaldo Azambuja -  Governador do estado do Mato Grosso do Sul; e Senador Marcio Bittar (MDB/AC) -  Vice-Líder do Governo no Congresso Nacional,Palácio do Planalto,
2020-10-26,14h00,14h50,Paulo Guedes -  Ministro de Estado da Economia,Palácio do Planalto,
2020-10-26,15h15,15h45,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-26,16h00,16h30,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e Romeu Zema Neto -  Governador do estado de Minas Gerais,Palácio do Planalto,
2020-10-26,16h40,18h10,Eduardo Pazuello -  Ministro de Estado da Saúde,Brasília/DF,
2020-10-27,08h00,08h15,Hasteamento da Bandeira Nacional,Palácio da Alvorada,
2020-10-27,08h15,11h00,38ª Reunião do Conselho de Governo,Palácio da Alvorada,
2020-10-27,14h00,14h45,Deputado Alex Santana (PDT/BA),Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República;;Deputado Daniel Silveira (PSL/RJ);;Deputado Estadual Samuel Júnior (PDT/BA);;Valdomiro Pereira da Silva -  Presidente da Convenção Estadual das Assembleias de Deus da Bahia;;Luiz Leandro dos Santos Lima -  Presidente do Conselho Estadual de Assuntos Políticos da Convenção Estadual das Assembleias de Deus da Bahia;;Pastor Joeser Cruz Santana -  1º Vice-Presidente da Convenção Estadual das Assembleias de Deus da Bahia;Francisco Pereira -  2º Vice-Presidente da Convenção Estadual das Assembleias de Deus da Bahia;;Pastor Cleudson Carlos Ferreira de Souza -  1° Tesoureiro Convenção Estadual das Assembleias de Deus da Bahia;;Carlito Machado Fiel -  2º Secretário da Convenção Estadual das Assembleias de Deus da Bahia;;Carlos Cleber de Oliveira e Couto -  Integrante do Conselho Diretor da Convenção Estadual das Assembleias de Deus da Bahia;;Davi dos Santos Nazario -  Integrante da Convenção Estadual das Assembleias de Deus da Bahia;;Joel Leal Pinto -  Integrante do Convenção Estadual das Assembleias de Deus da Bahia; e;Manasses Lago Neiva -  Integrante da Convenção Estadual das Assembleias de Deus da Bahia.
2020-10-27,15h00,16h00,Tereza Cristina -  Ministra de Estado da Agricultura -  Pecuária e Abastecimento,Palácio do Planalto,Bento Albuquerque -  Ministro de Estado de Minas e Energia;Airton Galinari -  Presidente Executivo da Coamo Agroindustrial Cooperativa;André Nassar -  Presidente Executivo da Associação Brasileira das Indústrias de Óleos Vegetais – Abiove;Domingo Lastra -  Presidente da ADM - Latin American;Irineo da Costa Rodrigues -  Diretor Presidente da Lar Cooperativa Agroindustrial;Judiney Carvalho de Souza -  Presidente da AMaggi Agro;Martus Tavares -  Presidente do Conselho da Associação Brasileira das Indústrias de Óleos Vegetais – Abiove;Paulo Sousa -  Presidente da Cargill no Brasil;Raúl Padilla -  Presidente da Bunge;Rogério Trannin de Mello -  Diretor Comercial da Coamo Agroindustrial Cooperativa
2020-10-27,16h05,16h15,Milton Ribeiro -  Ministro de Estado da Educação,Palácio do Planalto,
2020-10-27,16h50,17h30,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2020-10-27,19h00,20h00,Workshop F-39 GRIPEN,Brasília/DF,
2020-10-28,09h00,09h40,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-10-28,10h00,11h00,Hamilton Mourão -  Vice-Presidente da República,Palácio do Planalto,
2020-10-28,11h00,11h45,Cláudio Castro -  Governador em exercício do estado do Rio de Janeiro,Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e;Deputado Helio Lopes (PSL/RJ).
2020-10-28,11h50,12h10,José Levi Mello do Amaral Júnior -  Advogado-Geral da União,Palácio do Planalto,
2020-10-28,12h00,13h00,Deputado Fábio Ramalho (MDB/MG) -  Vice-Líder do MDB na Câmara dos Deputados,Palácio do Planalto,
2020-10-28,14h00,14h40,Dr. Uziel Santana -  Presidente da Associação Nacional de Juristas Evangélicos (ANAJURE),Palácio do Planalto,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública;José Levi Mello do Amaral Júnior -  Advogado-Geral da União;;Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República;;Edna Zilli -  Vice-Presidente da ANAJURE - Associação Nacional de Juristas Evangélicos;
2020-10-28,14h40,15h00,Ronaldo Caiado -  Governador do estado de Goiás,Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República;;Vitor Hugo -   Deputado (PSL/GO) - ;Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República
2020-10-28,15h00,15h30,Marcelo Magalhães -  Secretário Especial do Esporte do Ministério da Cidadania,Palácio do Planalto,Deputado Eduardo Bolsonaro (PSL/SP);;Mário Frias -  Secretário Especial de Cultura do Ministério do Turismo; e;Rodrigo Koxa -  Surfista.
2020-10-28,16h00,17h00,Cerimônia em homenagem ao Dia do Servidor Público,Palácio do Planalto,
2020-10-29,08h00,10h00,Partida de Brasília/DF para São Luís/MA,Base Aérea de Brasília,
2020-10-29,11h40,11h50,Inauguração de trecho da BR-135/MA,São Luís/MA,
2020-10-29,13h10,13h50,Partida de São Luís/MA para Imperatriz/MA,São Luís/MA,
2020-10-29,14h30,15h15,Cerimônia de Entregas do Governo Federal para o estado do Maranhão,Imperatriz/MA,
2020-10-29,16h00,17h45,Partida de Imperatriz/MA para Brasília/DF,Imperatriz/MA,
2020-10-30,08h30,09h00,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio da Alvorada,
2020-10-30,09h00,10h20,Paulo Guedes -  Ministro de Estado da Economia,Palácio da Alvorada,José Levi Mello do Amaral Júnior -  Advogado Geral da União;;Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República;;Antônio Carlos Bezerra Leonel -  Secretário Federal de Controle Interno da Controladoria-Geral da União; e;Cristiano de Oliveira Lopes Cozer -  Procurador-Geral do Banco Central do Brasil.
2020-10-30,10h20,10h50,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio da Alvorada,
2020-11-03,09h30,09h40,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2020-11-03,09h45,10h40,Davi Alcolumbre -  Presidente do Senado Federal; Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República; e André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2020-11-03,10h40,11h10,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,José Levi Mello do Amaral Júnior -  Advogado-Geral da União; e;Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República.
2020-11-03,14h00,14h45,Fernando Azevedo -  Ministro de Estado da Defesa,Palácio do Planalto,
2020-11-03,15h00,15h20,Belivaldo Chagas -  Governador do estado de Sergipe,Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República;;Deputado Fábio Mitidieri (PSD/SE); e;Deputado Laercio Oliveira (PP/SE).
2020-11-03,15h40,16h25,Rogério Marinho -  Ministro de Estado do Desenvolvimento Regional,Palácio do Planalto,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República.
2020-11-03,16h25,16h34,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,Célio Faria Júnior -  Chefe do Gabinete Pessoal do Presidente da República; e;Embaixador Carlos Alberto Franco França -  Assessor-Chefe da Assessoria Especial do Presidente da República.
2020-11-04,09h00,09h30,Desembargador Marcelo Buhatem -  Presidente da Associação Nacional de Desembargadores - ANDES,Palácio do Planalto,Jorge Antonio de Oliveira -  Ministro-Chefe da Secretaria-Geral da Presidência da República; e;José Levi Mello do Amaral Júnior -  Advogado-Geral da União.
2020-11-04,10h15,10h55,Marcelo Damasceno Lula -  jornalista,Palácio do Planalto,
2020-11-04,15h35,16h05,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2020-11-04,16h15,16h30,Braga Netto -  Ministro-Chefe da Casa Civil da Presidência da República,Palácio do Planalto,
2020-11-04,16h40,17h00,Daniela Cristina Reinehr -  Governadora do estado de Santa Catarina interina,Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República
2020-11-04,17h00,18h00,Cerimônia Alusiva à Marca de 100 milhões de Poupanças Sociais Digitais no CAIXA TEM,Palácio do Planalto,
2020-11-05,06h15,09h00,Partida de Brasília/DF para Aracaju/SE,Base Aérea de Brasília,
2020-11-05,10h00,10h55,Partida de Aracaju/SE para Piau/AL,Aracaju/SE,
2020-11-05,11h05,12h55,Cerimônia de Inauguração de Sistema de Abastecimento de Água em Piranhas,Piau -  Piranhas/AL,
2020-11-05,13h00,15h25,Partida de Piau/AL para Brasília/DF,Piau -  Piranhas/AL,
2020-11-05,16h00,16h40,Solenidade de Posse do Senhor Kassio Nunes Marques -  no cargo de Ministro do Supremo Tribunal Federal,Brasília/DF,
2020-11-05,17h00,17h35,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio da Alvorada,
2020-11-05,17h35,18h25,Bento Albuquerque -  Ministro de Estado de Minas e Energia,Palácio do Planalto,Pedro Cesar Nunes Ferreira Marques de Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República.
2020-11-06,07h00,08h50,Partida de Brasília/DF para Florianópolis/SC,Base Aérea de Brasília,
2020-11-06,10h00,12h10,Solenidade de Formatura do Curso de Formação Policial 2020 - CFP,Florianópolis/SC,
2020-11-06,12h30,14h20,Partida de Florianópolis/SC para Renascença/PR,Aeroporto Hercílio Luz,
2020-11-06,15h00,16h00,Cerimônia de Inauguração da PCH Bedim,Renascença/PR,
2020-11-06,19h40,21h30,Partida de Chapecó/SC para Brasília/DF,Aeroporto Serafim Enoss Bertaso,
2020-11-09,10h20,11h00,Onyx Lorenzoni -  Ministro de Estado da Cidadania,Palácio do Planalto,
2020-11-09,11h00,11h20,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
